dataset_id,disclosure_group,metric_key,metric_zh,priority,schema_present,available_value_rows,subjects_with_values,collection_status,collection_rule
competitor_product_tariffs,terms,合约月数,合约期,high,yes,673,10,present,Only write a value after >=3 distinct source documents; never estimate a source gap.
competitor_product_tariffs,allowance,本地数据_GB,本地数据量,high,yes,613,8,present,Only write a value after >=3 distinct source documents; never estimate a source gap.
competitor_product_tariffs,allowance,漫游数据_GB,漫游数据量,high,yes,279,6,present,Only write a value after >=3 distinct source documents; never estimate a source gap.
competitor_product_tariffs,service,宽频速度_Mbps,宽带速度,high,yes,341,5,present,Only write a value after >=3 distinct source documents; never estimate a source gap.
competitor_product_tariffs,service,限速_Mbps,FUP后限速,medium,yes,856,8,present,Only write a value after >=3 distinct source documents; never estimate a source gap.
competitor_product_tariffs,allowance,本地语音,本地语音,medium,yes,1305,10,present,Only write a value after >=3 distinct source documents; never estimate a source gap.
competitor_product_tariffs,pricing,附加收费_HKD,附加/行政/安装费用,medium,yes,1511,11,present,Only write a value after >=3 distinct source documents; never estimate a source gap.
competitor_product_tariffs,service,网络代际,网络代际,medium,yes,1013,10,present,Only write a value after >=3 distinct source documents; never estimate a source gap.
competitor_product_tariffs,terms,客户分段,客户分段/资格,medium,yes,1956,11,present,Only write a value after >=3 distinct source documents; never estimate a source gap.
competitor_product_tariffs,terms,生效日期,生效日期,high,no,0,0,missing_common_disclosure,Only write a value after >=3 distinct source documents; never estimate a source gap.
competitor_product_tariffs,terms,终止日期,终止日期,medium,no,0,0,missing_common_disclosure,Only write a value after >=3 distinct source documents; never estimate a source gap.
competitor_product_tariffs,pricing,设备费用_HKD,设备/路由器费用,medium,no,0,0,missing_common_disclosure,Only write a value after >=3 distinct source documents; never estimate a source gap.
competitor_product_tariffs,service,漫游覆盖,漫游覆盖地区,medium,no,0,0,missing_common_disclosure,Only write a value after >=3 distinct source documents; never estimate a source gap.
competitor_product_tariffs,promotion,优惠赠品,回赠/赠品,low,no,0,0,missing_common_disclosure,Only write a value after >=3 distinct source documents; never estimate a source gap.
