operator_id,operator,legal_name,year,period,period_end,grain,metric_key,metric_zh,value,official_value,unit,comparator,scope,basis,verification_status,verification_count,primary_source_id,primary_source_url,verification_sources,quality_note
cmhk,CMHK,China Mobile Hong Kong Company Limited,2018,FY2018,2018-12-31,annual,5g_customers,5G客戶,,,million_customers,=,reviewed official public disclosures,year_end,source_gap_confirmed,0,,,[],No directly reusable exact annual value found in the reviewed official public disclosures; not estimated and not treated as zero.
cmhk,CMHK,China Mobile Hong Kong Company Limited,2018,FY2018,2018-12-31,annual,5g_penetration,5G滲透率,,,percent,=,reviewed official public disclosures,year_end,source_gap_confirmed,0,,,[],No directly reusable exact annual value found in the reviewed official public disclosures; not estimated and not treated as zero.
cmhk,CMHK,China Mobile Hong Kong Company Limited,2018,FY2018,2018-12-31,annual,annual_mobile_data_traffic,年度移動數據流量,,,TB,=,reviewed official public disclosures,year_end,source_gap_confirmed,0,,,[],No directly reusable exact annual value found in the reviewed official public disclosures; not estimated and not treated as zero.
cmhk,CMHK,China Mobile Hong Kong Company Limited,2018,FY2018,2018-12-31,annual,consumer_broadband_customers,住宅寬頻客戶,,,million_customers,=,reviewed official public disclosures,year_end,source_gap_confirmed,0,,,[],No directly reusable exact annual value found in the reviewed official public disclosures; not estimated and not treated as zero.
cmhk,CMHK,China Mobile Hong Kong Company Limited,2018,FY2018,2018-12-31,annual,homes_passed_or_connected,寬頻網絡覆蓋/接入家庭,,,million_homes,=,reviewed official public disclosures,year_end,source_gap_confirmed,0,,,[],No directly reusable exact annual value found in the reviewed official public disclosures; not estimated and not treated as zero.
cmhk,CMHK,China Mobile Hong Kong Company Limited,2018,FY2018,2018-12-31,annual,mobile_data_dou,月戶均移動數據流量DOU,,,GB_per_user_month,=,reviewed official public disclosures,year_end,source_gap_confirmed,0,,,[],No directly reusable exact annual value found in the reviewed official public disclosures; not estimated and not treated as zero.
cmhk,CMHK,China Mobile Hong Kong Company Limited,2018,FY2018,2018-12-31,annual,mobile_postpaid_arpu,移動後付ARPU,,,HKD_per_user_month,=,reviewed official public disclosures,year_end,source_gap_confirmed,0,,,[],No directly reusable exact annual value found in the reviewed official public disclosures; not estimated and not treated as zero.
cmhk,CMHK,China Mobile Hong Kong Company Limited,2018,FY2018,2018-12-31,annual,mobile_postpaid_churn,移動後付月流失率,,,percent,=,reviewed official public disclosures,year_end,source_gap_confirmed,0,,,[],No directly reusable exact annual value found in the reviewed official public disclosures; not estimated and not treated as zero.
cmhk,CMHK,China Mobile Hong Kong Company Limited,2018,FY2018,2018-12-31,annual,mobile_postpaid_customers,移動後付客戶,,,million_customers,=,Hong Kong post-paid mobile customer base,year_end,source_gap_confirmed,0,,,[],CMHK is not separately listed and does not publish a reusable annual post-paid subscriber series; group mobile totals are not substituted.
cmhk,CMHK,China Mobile Hong Kong Company Limited,2018,FY2018,2018-12-31,annual,total_base_stations,移動基站總數,,,base_stations,=,reviewed official public disclosures,year_end,source_gap_confirmed,0,,,[],No directly reusable exact annual value found in the reviewed official public disclosures; not estimated and not treated as zero.
cmhk,CMHK,China Mobile Hong Kong Company Limited,2018,FY2018,2018-12-31,annual,total_customers,總客戶數,,,million_customers,=,reviewed official public disclosures,year_end,source_gap_confirmed,0,,,[],No directly reusable exact annual value found in the reviewed official public disclosures; not estimated and not treated as zero.
cmhk,CMHK,China Mobile Hong Kong Company Limited,2019,FY2019,2019-12-31,annual,5g_base_stations,5G基站數,,,base_stations,=,reviewed official public disclosures,year_end,source_gap_confirmed,0,,,[],No directly reusable exact annual value found in the reviewed official public disclosures; not estimated and not treated as zero.
cmhk,CMHK,China Mobile Hong Kong Company Limited,2019,FY2019,2019-12-31,annual,5g_customers,5G客戶,,,million_customers,=,reviewed official public disclosures,year_end,source_gap_confirmed,0,,,[],No directly reusable exact annual value found in the reviewed official public disclosures; not estimated and not treated as zero.
cmhk,CMHK,China Mobile Hong Kong Company Limited,2019,FY2019,2019-12-31,annual,5g_penetration,5G滲透率,,,percent,=,reviewed official public disclosures,year_end,source_gap_confirmed,0,,,[],No directly reusable exact annual value found in the reviewed official public disclosures; not estimated and not treated as zero.
cmhk,CMHK,China Mobile Hong Kong Company Limited,2019,FY2019,2019-12-31,annual,annual_mobile_data_traffic,年度移動數據流量,,,TB,=,reviewed official public disclosures,year_end,source_gap_confirmed,0,,,[],No directly reusable exact annual value found in the reviewed official public disclosures; not estimated and not treated as zero.
cmhk,CMHK,China Mobile Hong Kong Company Limited,2019,FY2019,2019-12-31,annual,consumer_broadband_customers,住宅寬頻客戶,,,million_customers,=,reviewed official public disclosures,year_end,source_gap_confirmed,0,,,[],No directly reusable exact annual value found in the reviewed official public disclosures; not estimated and not treated as zero.
cmhk,CMHK,China Mobile Hong Kong Company Limited,2019,FY2019,2019-12-31,annual,homes_passed_or_connected,寬頻網絡覆蓋/接入家庭,,,million_homes,=,reviewed official public disclosures,year_end,source_gap_confirmed,0,,,[],No directly reusable exact annual value found in the reviewed official public disclosures; not estimated and not treated as zero.
cmhk,CMHK,China Mobile Hong Kong Company Limited,2019,FY2019,2019-12-31,annual,mobile_data_dou,月戶均移動數據流量DOU,,,GB_per_user_month,=,reviewed official public disclosures,year_end,source_gap_confirmed,0,,,[],No directly reusable exact annual value found in the reviewed official public disclosures; not estimated and not treated as zero.
cmhk,CMHK,China Mobile Hong Kong Company Limited,2019,FY2019,2019-12-31,annual,mobile_postpaid_arpu,移動後付ARPU,,,HKD_per_user_month,=,reviewed official public disclosures,year_end,source_gap_confirmed,0,,,[],No directly reusable exact annual value found in the reviewed official public disclosures; not estimated and not treated as zero.
cmhk,CMHK,China Mobile Hong Kong Company Limited,2019,FY2019,2019-12-31,annual,mobile_postpaid_churn,移動後付月流失率,,,percent,=,reviewed official public disclosures,year_end,source_gap_confirmed,0,,,[],No directly reusable exact annual value found in the reviewed official public disclosures; not estimated and not treated as zero.
cmhk,CMHK,China Mobile Hong Kong Company Limited,2019,FY2019,2019-12-31,annual,mobile_postpaid_customers,移動後付客戶,,,million_customers,=,Hong Kong post-paid mobile customer base,year_end,source_gap_confirmed,0,,,[],CMHK is not separately listed and does not publish a reusable annual post-paid subscriber series; group mobile totals are not substituted.
cmhk,CMHK,China Mobile Hong Kong Company Limited,2019,FY2019,2019-12-31,annual,total_base_stations,移動基站總數,,,base_stations,=,reviewed official public disclosures,year_end,source_gap_confirmed,0,,,[],No directly reusable exact annual value found in the reviewed official public disclosures; not estimated and not treated as zero.
cmhk,CMHK,China Mobile Hong Kong Company Limited,2019,FY2019,2019-12-31,annual,total_customers,總客戶數,,,million_customers,=,reviewed official public disclosures,year_end,source_gap_confirmed,0,,,[],No directly reusable exact annual value found in the reviewed official public disclosures; not estimated and not treated as zero.
cmhk,CMHK,China Mobile Hong Kong Company Limited,2020,FY2020,2020-12-31,annual,5g_base_stations,5G基站數,,,base_stations,=,reviewed official public disclosures,year_end,source_gap_confirmed,0,,,[],No directly reusable exact annual value found in the reviewed official public disclosures; not estimated and not treated as zero.
cmhk,CMHK,China Mobile Hong Kong Company Limited,2020,FY2020,2020-12-31,annual,5g_customers,5G客戶,,,million_customers,=,reviewed official public disclosures,year_end,source_gap_confirmed,0,,,[],No directly reusable exact annual value found in the reviewed official public disclosures; not estimated and not treated as zero.
cmhk,CMHK,China Mobile Hong Kong Company Limited,2020,FY2020,2020-12-31,annual,5g_penetration,5G滲透率,,,percent,=,reviewed official public disclosures,year_end,source_gap_confirmed,0,,,[],No directly reusable exact annual value found in the reviewed official public disclosures; not estimated and not treated as zero.
cmhk,CMHK,China Mobile Hong Kong Company Limited,2020,FY2020,2020-12-31,annual,annual_mobile_data_traffic,年度移動數據流量,,,TB,=,reviewed official public disclosures,year_end,source_gap_confirmed,0,,,[],No directly reusable exact annual value found in the reviewed official public disclosures; not estimated and not treated as zero.
cmhk,CMHK,China Mobile Hong Kong Company Limited,2020,FY2020,2020-12-31,annual,consumer_broadband_customers,住宅寬頻客戶,,,million_customers,=,reviewed official public disclosures,year_end,source_gap_confirmed,0,,,[],No directly reusable exact annual value found in the reviewed official public disclosures; not estimated and not treated as zero.
cmhk,CMHK,China Mobile Hong Kong Company Limited,2020,FY2020,2020-12-31,annual,homes_passed_or_connected,寬頻網絡覆蓋/接入家庭,,,million_homes,=,reviewed official public disclosures,year_end,source_gap_confirmed,0,,,[],No directly reusable exact annual value found in the reviewed official public disclosures; not estimated and not treated as zero.
cmhk,CMHK,China Mobile Hong Kong Company Limited,2020,FY2020,2020-12-31,annual,mobile_data_dou,月戶均移動數據流量DOU,,,GB_per_user_month,=,reviewed official public disclosures,year_end,source_gap_confirmed,0,,,[],No directly reusable exact annual value found in the reviewed official public disclosures; not estimated and not treated as zero.
cmhk,CMHK,China Mobile Hong Kong Company Limited,2020,FY2020,2020-12-31,annual,mobile_postpaid_arpu,移動後付ARPU,,,HKD_per_user_month,=,reviewed official public disclosures,year_end,source_gap_confirmed,0,,,[],No directly reusable exact annual value found in the reviewed official public disclosures; not estimated and not treated as zero.
cmhk,CMHK,China Mobile Hong Kong Company Limited,2020,FY2020,2020-12-31,annual,mobile_postpaid_churn,移動後付月流失率,,,percent,=,reviewed official public disclosures,year_end,source_gap_confirmed,0,,,[],No directly reusable exact annual value found in the reviewed official public disclosures; not estimated and not treated as zero.
cmhk,CMHK,China Mobile Hong Kong Company Limited,2020,FY2020,2020-12-31,annual,mobile_postpaid_customers,移動後付客戶,,,million_customers,=,Hong Kong post-paid mobile customer base,year_end,source_gap_confirmed,0,,,[],CMHK is not separately listed and does not publish a reusable annual post-paid subscriber series; group mobile totals are not substituted.
cmhk,CMHK,China Mobile Hong Kong Company Limited,2020,FY2020,2020-12-31,annual,total_base_stations,移動基站總數,,,base_stations,=,reviewed official public disclosures,year_end,source_gap_confirmed,0,,,[],No directly reusable exact annual value found in the reviewed official public disclosures; not estimated and not treated as zero.
cmhk,CMHK,China Mobile Hong Kong Company Limited,2020,FY2020,2020-12-31,annual,total_customers,總客戶數,,,million_customers,=,reviewed official public disclosures,year_end,source_gap_confirmed,0,,,[],No directly reusable exact annual value found in the reviewed official public disclosures; not estimated and not treated as zero.
cmhk,CMHK,China Mobile Hong Kong Company Limited,2021,FY2021,2021-12-31,annual,5g_base_stations,5G基站數,,,base_stations,=,reviewed official public disclosures,year_end,source_gap_confirmed,0,,,[],No directly reusable exact annual value found in the reviewed official public disclosures; not estimated and not treated as zero.
cmhk,CMHK,China Mobile Hong Kong Company Limited,2021,FY2021,2021-12-31,annual,5g_customers,5G客戶,,,million_customers,=,reviewed official public disclosures,year_end,source_gap_confirmed,0,,,[],No directly reusable exact annual value found in the reviewed official public disclosures; not estimated and not treated as zero.
cmhk,CMHK,China Mobile Hong Kong Company Limited,2021,FY2021,2021-12-31,annual,5g_penetration,5G滲透率,,,percent,=,reviewed official public disclosures,year_end,source_gap_confirmed,0,,,[],No directly reusable exact annual value found in the reviewed official public disclosures; not estimated and not treated as zero.
cmhk,CMHK,China Mobile Hong Kong Company Limited,2021,FY2021,2021-12-31,annual,annual_mobile_data_traffic,年度移動數據流量,,,TB,=,reviewed official public disclosures,year_end,source_gap_confirmed,0,,,[],No directly reusable exact annual value found in the reviewed official public disclosures; not estimated and not treated as zero.
cmhk,CMHK,China Mobile Hong Kong Company Limited,2021,FY2021,2021-12-31,annual,consumer_broadband_customers,住宅寬頻客戶,,,million_customers,=,reviewed official public disclosures,year_end,source_gap_confirmed,0,,,[],No directly reusable exact annual value found in the reviewed official public disclosures; not estimated and not treated as zero.
cmhk,CMHK,China Mobile Hong Kong Company Limited,2021,FY2021,2021-12-31,annual,homes_passed_or_connected,寬頻網絡覆蓋/接入家庭,,,million_homes,=,reviewed official public disclosures,year_end,source_gap_confirmed,0,,,[],No directly reusable exact annual value found in the reviewed official public disclosures; not estimated and not treated as zero.
cmhk,CMHK,China Mobile Hong Kong Company Limited,2021,FY2021,2021-12-31,annual,mobile_data_dou,月戶均移動數據流量DOU,,,GB_per_user_month,=,reviewed official public disclosures,year_end,source_gap_confirmed,0,,,[],No directly reusable exact annual value found in the reviewed official public disclosures; not estimated and not treated as zero.
cmhk,CMHK,China Mobile Hong Kong Company Limited,2021,FY2021,2021-12-31,annual,mobile_postpaid_arpu,移動後付ARPU,,,HKD_per_user_month,=,reviewed official public disclosures,year_end,source_gap_confirmed,0,,,[],No directly reusable exact annual value found in the reviewed official public disclosures; not estimated and not treated as zero.
cmhk,CMHK,China Mobile Hong Kong Company Limited,2021,FY2021,2021-12-31,annual,mobile_postpaid_churn,移動後付月流失率,,,percent,=,reviewed official public disclosures,year_end,source_gap_confirmed,0,,,[],No directly reusable exact annual value found in the reviewed official public disclosures; not estimated and not treated as zero.
cmhk,CMHK,China Mobile Hong Kong Company Limited,2021,FY2021,2021-12-31,annual,mobile_postpaid_customers,移動後付客戶,,,million_customers,=,Hong Kong post-paid mobile customer base,year_end,source_gap_confirmed,0,,,[],CMHK is not separately listed and does not publish a reusable annual post-paid subscriber series; group mobile totals are not substituted.
cmhk,CMHK,China Mobile Hong Kong Company Limited,2021,FY2021,2021-12-31,annual,total_base_stations,移動基站總數,,,base_stations,=,reviewed official public disclosures,year_end,source_gap_confirmed,0,,,[],No directly reusable exact annual value found in the reviewed official public disclosures; not estimated and not treated as zero.
cmhk,CMHK,China Mobile Hong Kong Company Limited,2021,FY2021,2021-12-31,annual,total_customers,總客戶數,,,million_customers,=,reviewed official public disclosures,year_end,source_gap_confirmed,0,,,[],No directly reusable exact annual value found in the reviewed official public disclosures; not estimated and not treated as zero.
cmhk,CMHK,China Mobile Hong Kong Company Limited,2022,FY2022,2022-12-31,annual,5g_base_stations,5G基站數,,,base_stations,=,reviewed official public disclosures,year_end,source_gap_confirmed,0,,,[],No directly reusable exact annual value found in the reviewed official public disclosures; not estimated and not treated as zero.
cmhk,CMHK,China Mobile Hong Kong Company Limited,2022,FY2022,2022-12-31,annual,5g_customers,5G客戶,,,million_customers,=,reviewed official public disclosures,year_end,source_gap_confirmed,0,,,[],No directly reusable exact annual value found in the reviewed official public disclosures; not estimated and not treated as zero.
cmhk,CMHK,China Mobile Hong Kong Company Limited,2022,FY2022,2022-12-31,annual,5g_penetration,5G滲透率,,,percent,=,reviewed official public disclosures,year_end,source_gap_confirmed,0,,,[],No directly reusable exact annual value found in the reviewed official public disclosures; not estimated and not treated as zero.
cmhk,CMHK,China Mobile Hong Kong Company Limited,2022,FY2022,2022-12-31,annual,annual_mobile_data_traffic,年度移動數據流量,,,TB,=,reviewed official public disclosures,year_end,source_gap_confirmed,0,,,[],No directly reusable exact annual value found in the reviewed official public disclosures; not estimated and not treated as zero.
cmhk,CMHK,China Mobile Hong Kong Company Limited,2022,FY2022,2022-12-31,annual,consumer_broadband_customers,住宅寬頻客戶,,,million_customers,=,reviewed official public disclosures,year_end,source_gap_confirmed,0,,,[],No directly reusable exact annual value found in the reviewed official public disclosures; not estimated and not treated as zero.
cmhk,CMHK,China Mobile Hong Kong Company Limited,2022,FY2022,2022-12-31,annual,homes_passed_or_connected,寬頻網絡覆蓋/接入家庭,,,million_homes,=,reviewed official public disclosures,year_end,source_gap_confirmed,0,,,[],No directly reusable exact annual value found in the reviewed official public disclosures; not estimated and not treated as zero.
cmhk,CMHK,China Mobile Hong Kong Company Limited,2022,FY2022,2022-12-31,annual,mobile_data_dou,月戶均移動數據流量DOU,,,GB_per_user_month,=,reviewed official public disclosures,year_end,source_gap_confirmed,0,,,[],No directly reusable exact annual value found in the reviewed official public disclosures; not estimated and not treated as zero.
cmhk,CMHK,China Mobile Hong Kong Company Limited,2022,FY2022,2022-12-31,annual,mobile_postpaid_arpu,移動後付ARPU,,,HKD_per_user_month,=,reviewed official public disclosures,year_end,source_gap_confirmed,0,,,[],No directly reusable exact annual value found in the reviewed official public disclosures; not estimated and not treated as zero.
cmhk,CMHK,China Mobile Hong Kong Company Limited,2022,FY2022,2022-12-31,annual,mobile_postpaid_churn,移動後付月流失率,,,percent,=,reviewed official public disclosures,year_end,source_gap_confirmed,0,,,[],No directly reusable exact annual value found in the reviewed official public disclosures; not estimated and not treated as zero.
cmhk,CMHK,China Mobile Hong Kong Company Limited,2022,FY2022,2022-12-31,annual,mobile_postpaid_customers,移動後付客戶,,,million_customers,=,Hong Kong post-paid mobile customer base,year_end,source_gap_confirmed,0,,,[],CMHK is not separately listed and does not publish a reusable annual post-paid subscriber series; group mobile totals are not substituted.
cmhk,CMHK,China Mobile Hong Kong Company Limited,2022,FY2022,2022-12-31,annual,total_base_stations,移動基站總數,,,base_stations,=,reviewed official public disclosures,year_end,source_gap_confirmed,0,,,[],No directly reusable exact annual value found in the reviewed official public disclosures; not estimated and not treated as zero.
cmhk,CMHK,China Mobile Hong Kong Company Limited,2022,FY2022,2022-12-31,annual,total_customers,總客戶數,,,million_customers,=,reviewed official public disclosures,year_end,source_gap_confirmed,0,,,[],No directly reusable exact annual value found in the reviewed official public disclosures; not estimated and not treated as zero.
cmhk,CMHK,China Mobile Hong Kong Company Limited,2023,FY2023,2023-12-31,annual,5g_base_stations,5G基站數,,,base_stations,=,reviewed official public disclosures,year_end,source_gap_confirmed,0,,,[],No directly reusable exact annual value found in the reviewed official public disclosures; not estimated and not treated as zero.
cmhk,CMHK,China Mobile Hong Kong Company Limited,2023,FY2023,2023-12-31,annual,5g_customers,5G客戶,,,million_customers,=,reviewed official public disclosures,year_end,source_gap_confirmed,0,,,[],No directly reusable exact annual value found in the reviewed official public disclosures; not estimated and not treated as zero.
cmhk,CMHK,China Mobile Hong Kong Company Limited,2023,FY2023,2023-12-31,annual,5g_penetration,5G滲透率,,,percent,=,reviewed official public disclosures,year_end,source_gap_confirmed,0,,,[],No directly reusable exact annual value found in the reviewed official public disclosures; not estimated and not treated as zero.
cmhk,CMHK,China Mobile Hong Kong Company Limited,2023,FY2023,2023-12-31,annual,annual_mobile_data_traffic,年度移動數據流量,,,TB,=,reviewed official public disclosures,year_end,source_gap_confirmed,0,,,[],No directly reusable exact annual value found in the reviewed official public disclosures; not estimated and not treated as zero.
cmhk,CMHK,China Mobile Hong Kong Company Limited,2023,FY2023,2023-12-31,annual,consumer_broadband_customers,住宅寬頻客戶,,,million_customers,=,reviewed official public disclosures,year_end,source_gap_confirmed,0,,,[],No directly reusable exact annual value found in the reviewed official public disclosures; not estimated and not treated as zero.
cmhk,CMHK,China Mobile Hong Kong Company Limited,2023,FY2023,2023-12-31,annual,homes_passed_or_connected,寬頻網絡覆蓋/接入家庭,,,million_homes,=,reviewed official public disclosures,year_end,source_gap_confirmed,0,,,[],No directly reusable exact annual value found in the reviewed official public disclosures; not estimated and not treated as zero.
cmhk,CMHK,China Mobile Hong Kong Company Limited,2023,FY2023,2023-12-31,annual,mobile_data_dou,月戶均移動數據流量DOU,,,GB_per_user_month,=,reviewed official public disclosures,year_end,source_gap_confirmed,0,,,[],No directly reusable exact annual value found in the reviewed official public disclosures; not estimated and not treated as zero.
cmhk,CMHK,China Mobile Hong Kong Company Limited,2023,FY2023,2023-12-31,annual,mobile_postpaid_arpu,移動後付ARPU,,,HKD_per_user_month,=,reviewed official public disclosures,year_end,source_gap_confirmed,0,,,[],No directly reusable exact annual value found in the reviewed official public disclosures; not estimated and not treated as zero.
cmhk,CMHK,China Mobile Hong Kong Company Limited,2023,FY2023,2023-12-31,annual,mobile_postpaid_churn,移動後付月流失率,,,percent,=,reviewed official public disclosures,year_end,source_gap_confirmed,0,,,[],No directly reusable exact annual value found in the reviewed official public disclosures; not estimated and not treated as zero.
cmhk,CMHK,China Mobile Hong Kong Company Limited,2023,FY2023,2023-12-31,annual,mobile_postpaid_customers,移動後付客戶,,,million_customers,=,Hong Kong post-paid mobile customer base,year_end,source_gap_confirmed,0,,,[],CMHK is not separately listed and does not publish a reusable annual post-paid subscriber series; group mobile totals are not substituted.
cmhk,CMHK,China Mobile Hong Kong Company Limited,2023,FY2023,2023-12-31,annual,total_base_stations,移動基站總數,,,base_stations,=,reviewed official public disclosures,year_end,source_gap_confirmed,0,,,[],No directly reusable exact annual value found in the reviewed official public disclosures; not estimated and not treated as zero.
cmhk,CMHK,China Mobile Hong Kong Company Limited,2023,FY2023,2023-12-31,annual,total_customers,總客戶數,,,million_customers,=,reviewed official public disclosures,year_end,source_gap_confirmed,0,,,[],No directly reusable exact annual value found in the reviewed official public disclosures; not estimated and not treated as zero.
