archive_year,archive_month,brand,service_generation,customer_segment,plan_family,plan_name,monthly_fee_hkd,published_price_hkd,price_billing_unit,local_data_gb,roaming_data_gb,post_fup_speed_mbps,contract_months,local_voice,add_on_charges_hkd,source_status,snapshot_id,source_url,archive_url,evidence_excerpt,record_key
2008,04,1O1O,,高端个人客户,1O1O 5G,1O1O historical Self-selected Ringmaster Package HK$20,20,,,,,,,Three self-selected connecting tones per month.,"Official tariff/list price. Pay-as-you-go downloads, previews, extra connecting tones, mobile data/WAP and roaming charges are separately listed and excluded from the monthly package fee.",parsed_historical_archive,1010_music_service_20080430,http://1010.hkcsl.com:80/jsp/3g_service_and_infotainment/music/charges_and_subscription/charges_and_subscription.jsp,https://web.archive.org/web/20080430190308id_/http://1010.hkcsl.com:80/jsp/3g_service_and_infotainment/music/charges_and_subscription/charges_and_subscription.jsp,"Ringtones + 2 designated Ringmaster MP3 Ringtone + Ringmaster Special Offer# $25 2 designated MP3 Ringtones + 2 designated Ringmaster ""RingMaster"" Power Station# $15 1 Channel $28 2 or above Channels 8 songs / Channels Self- selected Ringmaster Package# $20 3 self-selected connecting tone per month #Thereafter charge of Power Station is $5 per connecting tone for 30 days. Ringtones Package Monthly Fee Including Full Song Download Package $20 3 designated Full Song download",e56dfc4416078f41
2008,04,1O1O,,高端个人客户,1O1O 5G,1O1O historical Full Song Download Package HK$20,20,,,,,,,Three designated full-song downloads and 20 MV viewings.,"Official tariff/list price. Pay-as-you-go downloads, previews, extra connecting tones, mobile data/WAP and roaming charges are separately listed and excluded from the monthly package fee.",parsed_historical_archive,1010_music_service_20080430,http://1010.hkcsl.com:80/jsp/3g_service_and_infotainment/music/charges_and_subscription/charges_and_subscription.jsp,https://web.archive.org/web/20080430190308id_/http://1010.hkcsl.com:80/jsp/3g_service_and_infotainment/music/charges_and_subscription/charges_and_subscription.jsp,"nels 8 songs / Channels Self- selected Ringmaster Package# $20 3 self-selected connecting tone per month #Thereafter charge of Power Station is $5 per connecting tone for 30 days. Ringtones Package Monthly Fee Including Full Song Download Package $20 3 designated Full Song downloads + 20 MV viewings More content is available. Charging details please refer to WAP site via handset or 1O1O website. Terms & Conditions: 1. Free WAP browsing is only applicable for the access point of ""hkcsl"". 2. Any disp",69c59a44049bed52
2008,04,1O1O,,高端个人客户,1O1O 5G,1O1O historical RingMaster MP3 Ringtone Package HK$25,25,,,,,,,Two designated MP3 ringtones and Ringmaster special offer.,"Official tariff/list price. Pay-as-you-go downloads, previews, extra connecting tones, mobile data/WAP and roaming charges are separately listed and excluded from the monthly package fee.",parsed_historical_archive,1010_music_service_20080430,http://1010.hkcsl.com:80/jsp/3g_service_and_infotainment/music/charges_and_subscription/charges_and_subscription.jsp,https://web.archive.org/web/20080430190308id_/http://1010.hkcsl.com:80/jsp/3g_service_and_infotainment/music/charges_and_subscription/charges_and_subscription.jsp,"al connecting tone selected, valid for 30 days. Other Package Charge RingMaster Package Monthly Fee Including Poly/Mono Ringtone + Ringmaster Special Offer# $15 2 designated Poly/Mono Ringtones + 2 designated Ringmaster MP3 Ringtone + Ringmaster Special Offer# $25 2 designated MP3 Ringtones + 2 designated Ringmaster ""RingMaster"" Power Station# $15 1 Channel $28 2 or above Channels 8 songs / Channels Self- selected Ringmaster Package# $20 3 self-selected connecting tone per month",94e52d04a537ccb5
2008,04,1O1O,,高端个人客户,1O1O 5G,1O1O historical RingMaster Power Station 2+ Channels HK$28,28,,,,,,,Two or more RingMaster Power Station channels.,"Official tariff/list price. Pay-as-you-go downloads, previews, extra connecting tones, mobile data/WAP and roaming charges are separately listed and excluded from the monthly package fee.",parsed_historical_archive,1010_music_service_20080430,http://1010.hkcsl.com:80/jsp/3g_service_and_infotainment/music/charges_and_subscription/charges_and_subscription.jsp,https://web.archive.org/web/20080430190308id_/http://1010.hkcsl.com:80/jsp/3g_service_and_infotainment/music/charges_and_subscription/charges_and_subscription.jsp,"r Special Offer# $15 2 designated Poly/Mono Ringtones + 2 designated Ringmaster MP3 Ringtone + Ringmaster Special Offer# $25 2 designated MP3 Ringtones + 2 designated Ringmaster ""RingMaster"" Power Station# $15 1 Channel $28 2 or above Channels 8 songs / Channels Self- selected Ringmaster Package# $20 3 self-selected connecting tone per month #Thereafter charge of Power Station is $5 per connecting tone for 30 days. Ringtones Package Monthly Fee Including Full",282726307a9f3bf3
2008,11,HKT Enterprise,,企业客户,HKT Enterprise,HKT official MegaLink Plus Host End 6M tariff 2013-05-14,11000,,,,,6,,MegaLink Plus commercial VPN service over shared IP infrastructure.,"Official MegaLink Plus tariff/list price. Setup, internal/external relocation and reconfiguration are not monthly rental and are excluded from the main fee.",parsed_official_tariff_pdf,hkt_megalink_plus_tariff_20081128,https://www.hkt.com/api-service/assets/F050-0007%20Megalink%20Plus.pdf,https://www.hkt.com/api-service/assets/F050-0007%20Megalink%20Plus.pdf,"Tariff No.: F050-0007 Published on 28 November 2008 FIXED CARRIER LICENCE TELECOMMUNICATIONS ORDINANCE (CHAPTER 106) Hong Kong Telecommunications (HKT) Limited (“the Company”) Name of Tariff: Megalink Plus Description of Tariff: Megalink Plus is the state-of-the-art broadband IP based service offered by the Company. Megalink Plus delivers high-speed VPN services to the commerc ial customers over a shared IP infrastructure. Customers can extend their wide area network to branch offices, telecommuters, suppliers and customers by taking advantage of Megalink Plus’s high speed and ubiquitous connectivity. Tariff Table: HK$ Port Type Bandwidth Installation Monthly Rental Internal Relocate External Relocate Reconfiguration Host End 2M $ 3,500 $ 5,000 $ 1,750 $ 3,500 $ 750 Host End 3M $ 3,500 $ 6,500 $ 1,750 $ 3,500 $ 750 Host End 4M $ 3,500 $ 8",b9373aa94698ed14
2008,11,HKT Enterprise,,企业客户,HKT Enterprise,HKT official MegaLink Plus Host End 8M tariff 2013-05-14,14000,,,,,8,,MegaLink Plus commercial VPN service over shared IP infrastructure.,"Official MegaLink Plus tariff/list price. Setup, internal/external relocation and reconfiguration are not monthly rental and are excluded from the main fee.",parsed_official_tariff_pdf,hkt_megalink_plus_tariff_20081128,https://www.hkt.com/api-service/assets/F050-0007%20Megalink%20Plus.pdf,https://www.hkt.com/api-service/assets/F050-0007%20Megalink%20Plus.pdf,"Tariff No.: F050-0007 Published on 28 November 2008 FIXED CARRIER LICENCE TELECOMMUNICATIONS ORDINANCE (CHAPTER 106) Hong Kong Telecommunications (HKT) Limited (“the Company”) Name of Tariff: Megalink Plus Description of Tariff: Megalink Plus is the state-of-the-art broadband IP based service offered by the Company. Megalink Plus delivers high-speed VPN services to the commerc ial customers over a shared IP infrastructure. Customers can extend their wide area network to branch offices, telecommuters, suppliers and customers by taking advantage of Megalink Plus’s high speed and ubiquitous connectivity. Tariff Table: HK$ Port Type Bandwidth Installation Monthly Rental Internal Relocate External Relocate Reconfiguration Host End 2M $ 3,500 $ 5,000 $ 1,750 $ 3,500 $ 750 Host End 3M $ 3,500 $ 6,500 $ 1,750 $ 3,500 $ 750 Host End 4M $ 3,500 $ 8",21ff1ef88aead216
2008,11,HKT Enterprise,,企业客户,HKT Enterprise,HKT official MegaLink Plus Client End 1.5M/640K tariff 2013-05-14,1500,,,,,1.5,,MegaLink Plus commercial VPN service over shared IP infrastructure.,"Official MegaLink Plus tariff/list price. Setup, internal/external relocation and reconfiguration are not monthly rental and are excluded from the main fee.",parsed_official_tariff_pdf,hkt_megalink_plus_tariff_20081128,https://www.hkt.com/api-service/assets/F050-0007%20Megalink%20Plus.pdf,https://www.hkt.com/api-service/assets/F050-0007%20Megalink%20Plus.pdf,"Tariff No.: F050-0007 Published on 28 November 2008 FIXED CARRIER LICENCE TELECOMMUNICATIONS ORDINANCE (CHAPTER 106) Hong Kong Telecommunications (HKT) Limited (“the Company”) Name of Tariff: Megalink Plus Description of Tariff: Megalink Plus is the state-of-the-art broadband IP based service offered by the Company. Megalink Plus delivers high-speed VPN services to the commerc ial customers over a shared IP infrastructure. Customers can extend their wide area network to branch offices, telecommuters, suppliers and customers by taking advantage of Megalink Plus’s high speed and ubiquitous connectivity. Tariff Table: HK$ Port Type Bandwidth Installation Monthly Rental Internal Relocate External Relocate Reconfiguration Host End 2M $ 3,500 $ 5,000 $ 1,750 $ 3,500 $ 750 Host End 3M $ 3,500 $ 6,500 $ 1,750 $ 3,500 $ 750 Host End 4M $ 3,500 $ 8",41fec748c6e942c4
2008,11,HKT Enterprise,,企业客户,HKT Enterprise,HKT official MegaLink Plus Host End 10M tariff 2013-05-14,17000,,,,,10,,MegaLink Plus commercial VPN service over shared IP infrastructure.,"Official MegaLink Plus tariff/list price. Setup, internal/external relocation and reconfiguration are not monthly rental and are excluded from the main fee.",parsed_official_tariff_pdf,hkt_megalink_plus_tariff_20081128,https://www.hkt.com/api-service/assets/F050-0007%20Megalink%20Plus.pdf,https://www.hkt.com/api-service/assets/F050-0007%20Megalink%20Plus.pdf,"Tariff No.: F050-0007 Published on 28 November 2008 FIXED CARRIER LICENCE TELECOMMUNICATIONS ORDINANCE (CHAPTER 106) Hong Kong Telecommunications (HKT) Limited (“the Company”) Name of Tariff: Megalink Plus Description of Tariff: Megalink Plus is the state-of-the-art broadband IP based service offered by the Company. Megalink Plus delivers high-speed VPN services to the commerc ial customers over a shared IP infrastructure. Customers can extend their wide area network to branch offices, telecommuters, suppliers and customers by taking advantage of Megalink Plus’s high speed and ubiquitous connectivity. Tariff Table: HK$ Port Type Bandwidth Installation Monthly Rental Internal Relocate External Relocate Reconfiguration Host End 2M $ 3,500 $ 5,000 $ 1,750 $ 3,500 $ 750 Host End 3M $ 3,500 $ 6,500 $ 1,750 $ 3,500 $ 750 Host End 4M $ 3,500 $ 8",eac7534770830d67
2008,11,HKT Enterprise,,企业客户,HKT Enterprise,HKT official MegaLink Plus Client End 6M/640K tariff 2013-05-14,2000,,,,,6,,MegaLink Plus commercial VPN service over shared IP infrastructure.,"Official MegaLink Plus tariff/list price. Setup, internal/external relocation and reconfiguration are not monthly rental and are excluded from the main fee.",parsed_official_tariff_pdf,hkt_megalink_plus_tariff_20081128,https://www.hkt.com/api-service/assets/F050-0007%20Megalink%20Plus.pdf,https://www.hkt.com/api-service/assets/F050-0007%20Megalink%20Plus.pdf,"Tariff No.: F050-0007 Published on 28 November 2008 FIXED CARRIER LICENCE TELECOMMUNICATIONS ORDINANCE (CHAPTER 106) Hong Kong Telecommunications (HKT) Limited (“the Company”) Name of Tariff: Megalink Plus Description of Tariff: Megalink Plus is the state-of-the-art broadband IP based service offered by the Company. Megalink Plus delivers high-speed VPN services to the commerc ial customers over a shared IP infrastructure. Customers can extend their wide area network to branch offices, telecommuters, suppliers and customers by taking advantage of Megalink Plus’s high speed and ubiquitous connectivity. Tariff Table: HK$ Port Type Bandwidth Installation Monthly Rental Internal Relocate External Relocate Reconfiguration Host End 2M $ 3,500 $ 5,000 $ 1,750 $ 3,500 $ 750 Host End 3M $ 3,500 $ 6,500 $ 1,750 $ 3,500 $ 750 Host End 4M $ 3,500 $ 8",bf6fdccdd6f0ec97
2008,11,HKT Enterprise,,企业客户,HKT Enterprise,HKT official MegaLink Plus Host End 15M tariff 2013-05-14,20000,,,,,15,,MegaLink Plus commercial VPN service over shared IP infrastructure.,"Official MegaLink Plus tariff/list price. Setup, internal/external relocation and reconfiguration are not monthly rental and are excluded from the main fee.",parsed_official_tariff_pdf,hkt_megalink_plus_tariff_20081128,https://www.hkt.com/api-service/assets/F050-0007%20Megalink%20Plus.pdf,https://www.hkt.com/api-service/assets/F050-0007%20Megalink%20Plus.pdf,"Tariff No.: F050-0007 Published on 28 November 2008 FIXED CARRIER LICENCE TELECOMMUNICATIONS ORDINANCE (CHAPTER 106) Hong Kong Telecommunications (HKT) Limited (“the Company”) Name of Tariff: Megalink Plus Description of Tariff: Megalink Plus is the state-of-the-art broadband IP based service offered by the Company. Megalink Plus delivers high-speed VPN services to the commerc ial customers over a shared IP infrastructure. Customers can extend their wide area network to branch offices, telecommuters, suppliers and customers by taking advantage of Megalink Plus’s high speed and ubiquitous connectivity. Tariff Table: HK$ Port Type Bandwidth Installation Monthly Rental Internal Relocate External Relocate Reconfiguration Host End 2M $ 3,500 $ 5,000 $ 1,750 $ 3,500 $ 750 Host End 3M $ 3,500 $ 6,500 $ 1,750 $ 3,500 $ 750 Host End 4M $ 3,500 $ 8",617796c32061977f
2008,11,HKT Enterprise,,企业客户,HKT Enterprise,HKT official MegaLink Plus Host End 20M tariff 2013-05-14,25000,,,,,20,,MegaLink Plus commercial VPN service over shared IP infrastructure.,"Official MegaLink Plus tariff/list price. Setup, internal/external relocation and reconfiguration are not monthly rental and are excluded from the main fee.",parsed_official_tariff_pdf,hkt_megalink_plus_tariff_20081128,https://www.hkt.com/api-service/assets/F050-0007%20Megalink%20Plus.pdf,https://www.hkt.com/api-service/assets/F050-0007%20Megalink%20Plus.pdf,"Tariff No.: F050-0007 Published on 28 November 2008 FIXED CARRIER LICENCE TELECOMMUNICATIONS ORDINANCE (CHAPTER 106) Hong Kong Telecommunications (HKT) Limited (“the Company”) Name of Tariff: Megalink Plus Description of Tariff: Megalink Plus is the state-of-the-art broadband IP based service offered by the Company. Megalink Plus delivers high-speed VPN services to the commerc ial customers over a shared IP infrastructure. Customers can extend their wide area network to branch offices, telecommuters, suppliers and customers by taking advantage of Megalink Plus’s high speed and ubiquitous connectivity. Tariff Table: HK$ Port Type Bandwidth Installation Monthly Rental Internal Relocate External Relocate Reconfiguration Host End 2M $ 3,500 $ 5,000 $ 1,750 $ 3,500 $ 750 Host End 3M $ 3,500 $ 6,500 $ 1,750 $ 3,500 $ 750 Host End 4M $ 3,500 $ 8",744362507fba82c4
2008,11,HKT Enterprise,,企业客户,HKT Enterprise,HKT official MegaLink Plus Client End 2M/2M tariff 2013-05-14,3000,,,,,2,,MegaLink Plus commercial VPN service over shared IP infrastructure.,"Official MegaLink Plus tariff/list price. Setup, internal/external relocation and reconfiguration are not monthly rental and are excluded from the main fee.",parsed_official_tariff_pdf,hkt_megalink_plus_tariff_20081128,https://www.hkt.com/api-service/assets/F050-0007%20Megalink%20Plus.pdf,https://www.hkt.com/api-service/assets/F050-0007%20Megalink%20Plus.pdf,"Tariff No.: F050-0007 Published on 28 November 2008 FIXED CARRIER LICENCE TELECOMMUNICATIONS ORDINANCE (CHAPTER 106) Hong Kong Telecommunications (HKT) Limited (“the Company”) Name of Tariff: Megalink Plus Description of Tariff: Megalink Plus is the state-of-the-art broadband IP based service offered by the Company. Megalink Plus delivers high-speed VPN services to the commerc ial customers over a shared IP infrastructure. Customers can extend their wide area network to branch offices, telecommuters, suppliers and customers by taking advantage of Megalink Plus’s high speed and ubiquitous connectivity. Tariff Table: HK$ Port Type Bandwidth Installation Monthly Rental Internal Relocate External Relocate Reconfiguration Host End 2M $ 3,500 $ 5,000 $ 1,750 $ 3,500 $ 750 Host End 3M $ 3,500 $ 6,500 $ 1,750 $ 3,500 $ 750 Host End 4M $ 3,500 $ 8",fdac7b5d8cdca000
2008,11,HKT Enterprise,,企业客户,HKT Enterprise,HKT official MegaLink Plus Host End 25M tariff 2013-05-14,30000,,,,,25,,MegaLink Plus commercial VPN service over shared IP infrastructure.,"Official MegaLink Plus tariff/list price. Setup, internal/external relocation and reconfiguration are not monthly rental and are excluded from the main fee.",parsed_official_tariff_pdf,hkt_megalink_plus_tariff_20081128,https://www.hkt.com/api-service/assets/F050-0007%20Megalink%20Plus.pdf,https://www.hkt.com/api-service/assets/F050-0007%20Megalink%20Plus.pdf,"Tariff No.: F050-0007 Published on 28 November 2008 FIXED CARRIER LICENCE TELECOMMUNICATIONS ORDINANCE (CHAPTER 106) Hong Kong Telecommunications (HKT) Limited (“the Company”) Name of Tariff: Megalink Plus Description of Tariff: Megalink Plus is the state-of-the-art broadband IP based service offered by the Company. Megalink Plus delivers high-speed VPN services to the commerc ial customers over a shared IP infrastructure. Customers can extend their wide area network to branch offices, telecommuters, suppliers and customers by taking advantage of Megalink Plus’s high speed and ubiquitous connectivity. Tariff Table: HK$ Port Type Bandwidth Installation Monthly Rental Internal Relocate External Relocate Reconfiguration Host End 2M $ 3,500 $ 5,000 $ 1,750 $ 3,500 $ 750 Host End 3M $ 3,500 $ 6,500 $ 1,750 $ 3,500 $ 750 Host End 4M $ 3,500 $ 8",f495935951d90edb
