vendor,legal_name,ticker,fiscal_year,fiscal_year_end,metric_key,metric_zh,value,currency,unit,official_value,official_unit,verification_status,verification_count,verification_method,verification_sources,verification_note,source_ids,primary_source_url,disclosure_quality,quality_note
China Mobile Cloud,China Mobile Limited,0941.HK / 600941.SS,2016,December 31,group_capex,集团资本开支,,RMB,millions,,millions,source_gap_confirmed,3,three_distinct_official_documents,"[{""id"": ""china_mobile_2024_annual_report"", ""label"": ""China Mobile 2024 Annual Report"", ""url"": ""https://www.chinamobileltd.com/en/ir/reports/ar2024.pdf"", ""type"": ""official_annual_report_pdf""}, {""id"": ""china_mobile_2024_results_announcement"", ""label"": ""China Mobile 2024 Annual Results Announcement"", ""url"": ""https://www.chinamobileltd.com/en/file/view.php?id=309957"", ""type"": ""official_results_announcement_pdf""}, {""id"": ""china_mobile_2024_results_presentation"", ""label"": ""China Mobile 2024 Annual Results Presentation"", ""url"": ""https://www.chinamobileltd.com/en/ir/webcasts/pre250320.pdf"", ""type"": ""official_results_presentation_pdf""}]",Direct official figure or derived metric from official rows; missing disclosures are retained as source gaps and are not estimated.,china_mobile_2024_annual_report;china_mobile_2024_results_announcement;china_mobile_2024_results_presentation,https://www.chinamobileltd.com/en/ir/reports/ar2024.pdf,direct_operator_cloud_revenue_group_capex,中国移动云收入为公司直接披露；CAPEX 为中国移动集团口径，不是云业务单独投入。2025 年公开材料转为“算力服务收入”口径，未与中国移动云全年收入混用。
China Mobile Cloud,China Mobile Limited,0941.HK / 600941.SS,2017,December 31,group_capex,集团资本开支,,RMB,millions,,millions,source_gap_confirmed,3,three_distinct_official_documents,"[{""id"": ""china_mobile_2024_annual_report"", ""label"": ""China Mobile 2024 Annual Report"", ""url"": ""https://www.chinamobileltd.com/en/ir/reports/ar2024.pdf"", ""type"": ""official_annual_report_pdf""}, {""id"": ""china_mobile_2024_results_announcement"", ""label"": ""China Mobile 2024 Annual Results Announcement"", ""url"": ""https://www.chinamobileltd.com/en/file/view.php?id=309957"", ""type"": ""official_results_announcement_pdf""}, {""id"": ""china_mobile_2024_results_presentation"", ""label"": ""China Mobile 2024 Annual Results Presentation"", ""url"": ""https://www.chinamobileltd.com/en/ir/webcasts/pre250320.pdf"", ""type"": ""official_results_presentation_pdf""}]",Direct official figure or derived metric from official rows; missing disclosures are retained as source gaps and are not estimated.,china_mobile_2024_annual_report;china_mobile_2024_results_announcement;china_mobile_2024_results_presentation,https://www.chinamobileltd.com/en/ir/reports/ar2024.pdf,direct_operator_cloud_revenue_group_capex,中国移动云收入为公司直接披露；CAPEX 为中国移动集团口径，不是云业务单独投入。2025 年公开材料转为“算力服务收入”口径，未与中国移动云全年收入混用。
China Mobile Cloud,China Mobile Limited,0941.HK / 600941.SS,2018,December 31,group_capex,集团资本开支,,RMB,millions,,millions,source_gap_confirmed,3,three_distinct_official_documents,"[{""id"": ""china_mobile_2024_annual_report"", ""label"": ""China Mobile 2024 Annual Report"", ""url"": ""https://www.chinamobileltd.com/en/ir/reports/ar2024.pdf"", ""type"": ""official_annual_report_pdf""}, {""id"": ""china_mobile_2024_results_announcement"", ""label"": ""China Mobile 2024 Annual Results Announcement"", ""url"": ""https://www.chinamobileltd.com/en/file/view.php?id=309957"", ""type"": ""official_results_announcement_pdf""}, {""id"": ""china_mobile_2024_results_presentation"", ""label"": ""China Mobile 2024 Annual Results Presentation"", ""url"": ""https://www.chinamobileltd.com/en/ir/webcasts/pre250320.pdf"", ""type"": ""official_results_presentation_pdf""}]",Direct official figure or derived metric from official rows; missing disclosures are retained as source gaps and are not estimated.,china_mobile_2024_annual_report;china_mobile_2024_results_announcement;china_mobile_2024_results_presentation,https://www.chinamobileltd.com/en/ir/reports/ar2024.pdf,direct_operator_cloud_revenue_group_capex,中国移动云收入为公司直接披露；CAPEX 为中国移动集团口径，不是云业务单独投入。2025 年公开材料转为“算力服务收入”口径，未与中国移动云全年收入混用。
China Mobile Cloud,China Mobile Limited,0941.HK / 600941.SS,2019,December 31,group_capex,集团资本开支,,RMB,millions,,millions,source_gap_confirmed,3,three_distinct_official_documents,"[{""id"": ""china_mobile_2024_annual_report"", ""label"": ""China Mobile 2024 Annual Report"", ""url"": ""https://www.chinamobileltd.com/en/ir/reports/ar2024.pdf"", ""type"": ""official_annual_report_pdf""}, {""id"": ""china_mobile_2024_results_announcement"", ""label"": ""China Mobile 2024 Annual Results Announcement"", ""url"": ""https://www.chinamobileltd.com/en/file/view.php?id=309957"", ""type"": ""official_results_announcement_pdf""}, {""id"": ""china_mobile_2024_results_presentation"", ""label"": ""China Mobile 2024 Annual Results Presentation"", ""url"": ""https://www.chinamobileltd.com/en/ir/webcasts/pre250320.pdf"", ""type"": ""official_results_presentation_pdf""}]",Direct official figure or derived metric from official rows; missing disclosures are retained as source gaps and are not estimated.,china_mobile_2024_annual_report;china_mobile_2024_results_announcement;china_mobile_2024_results_presentation,https://www.chinamobileltd.com/en/ir/reports/ar2024.pdf,direct_operator_cloud_revenue_group_capex,中国移动云收入为公司直接披露；CAPEX 为中国移动集团口径，不是云业务单独投入。2025 年公开材料转为“算力服务收入”口径，未与中国移动云全年收入混用。
China Mobile Cloud,China Mobile Limited,0941.HK / 600941.SS,2020,December 31,group_capex,集团资本开支,,RMB,millions,,millions,source_gap_confirmed,3,three_distinct_official_documents,"[{""id"": ""china_mobile_2024_annual_report"", ""label"": ""China Mobile 2024 Annual Report"", ""url"": ""https://www.chinamobileltd.com/en/ir/reports/ar2024.pdf"", ""type"": ""official_annual_report_pdf""}, {""id"": ""china_mobile_2024_results_announcement"", ""label"": ""China Mobile 2024 Annual Results Announcement"", ""url"": ""https://www.chinamobileltd.com/en/file/view.php?id=309957"", ""type"": ""official_results_announcement_pdf""}, {""id"": ""china_mobile_2024_results_presentation"", ""label"": ""China Mobile 2024 Annual Results Presentation"", ""url"": ""https://www.chinamobileltd.com/en/ir/webcasts/pre250320.pdf"", ""type"": ""official_results_presentation_pdf""}]",Direct official figure or derived metric from official rows; missing disclosures are retained as source gaps and are not estimated.,china_mobile_2024_annual_report;china_mobile_2024_results_announcement;china_mobile_2024_results_presentation,https://www.chinamobileltd.com/en/ir/reports/ar2024.pdf,direct_operator_cloud_revenue_group_capex,中国移动云收入为公司直接披露；CAPEX 为中国移动集团口径，不是云业务单独投入。2025 年公开材料转为“算力服务收入”口径，未与中国移动云全年收入混用。
China Mobile Cloud,China Mobile Limited,0941.HK / 600941.SS,2021,December 31,group_capex,集团资本开支,,RMB,millions,,millions,source_gap_confirmed,3,three_distinct_official_documents,"[{""id"": ""china_mobile_2024_annual_report"", ""label"": ""China Mobile 2024 Annual Report"", ""url"": ""https://www.chinamobileltd.com/en/ir/reports/ar2024.pdf"", ""type"": ""official_annual_report_pdf""}, {""id"": ""china_mobile_2024_results_announcement"", ""label"": ""China Mobile 2024 Annual Results Announcement"", ""url"": ""https://www.chinamobileltd.com/en/file/view.php?id=309957"", ""type"": ""official_results_announcement_pdf""}, {""id"": ""china_mobile_2024_results_presentation"", ""label"": ""China Mobile 2024 Annual Results Presentation"", ""url"": ""https://www.chinamobileltd.com/en/ir/webcasts/pre250320.pdf"", ""type"": ""official_results_presentation_pdf""}]",Direct official figure or derived metric from official rows; missing disclosures are retained as source gaps and are not estimated.,china_mobile_2024_annual_report;china_mobile_2024_results_announcement;china_mobile_2024_results_presentation,https://www.chinamobileltd.com/en/ir/reports/ar2024.pdf,direct_operator_cloud_revenue_group_capex,中国移动云收入为公司直接披露；CAPEX 为中国移动集团口径，不是云业务单独投入。2025 年公开材料转为“算力服务收入”口径，未与中国移动云全年收入混用。
China Mobile Cloud,China Mobile Limited,0941.HK / 600941.SS,2022,December 31,group_capex,集团资本开支,,RMB,millions,,millions,source_gap_confirmed,3,three_distinct_official_documents,"[{""id"": ""china_mobile_2024_annual_report"", ""label"": ""China Mobile 2024 Annual Report"", ""url"": ""https://www.chinamobileltd.com/en/ir/reports/ar2024.pdf"", ""type"": ""official_annual_report_pdf""}, {""id"": ""china_mobile_2024_results_announcement"", ""label"": ""China Mobile 2024 Annual Results Announcement"", ""url"": ""https://www.chinamobileltd.com/en/file/view.php?id=309957"", ""type"": ""official_results_announcement_pdf""}, {""id"": ""china_mobile_2024_results_presentation"", ""label"": ""China Mobile 2024 Annual Results Presentation"", ""url"": ""https://www.chinamobileltd.com/en/ir/webcasts/pre250320.pdf"", ""type"": ""official_results_presentation_pdf""}]",Direct official figure or derived metric from official rows; missing disclosures are retained as source gaps and are not estimated.,china_mobile_2024_annual_report;china_mobile_2024_results_announcement;china_mobile_2024_results_presentation,https://www.chinamobileltd.com/en/ir/reports/ar2024.pdf,direct_operator_cloud_revenue_group_capex,中国移动云收入为公司直接披露；CAPEX 为中国移动集团口径，不是云业务单独投入。2025 年公开材料转为“算力服务收入”口径，未与中国移动云全年收入混用。
China Mobile Cloud,China Mobile Limited,0941.HK / 600941.SS,2023,December 31,group_capex,集团资本开支,180300,RMB,millions,180300,millions,official_match,3,three_distinct_official_documents,"[{""id"": ""china_mobile_2023_annual_report"", ""label"": ""China Mobile 2023 Annual Report"", ""url"": ""https://www.chinamobileltd.com/en/ir/reports/ar2023.pdf"", ""type"": ""official_annual_report_pdf""}, {""id"": ""china_mobile_2023_results_announcement"", ""label"": ""China Mobile 2023 Annual Results Announcement"", ""url"": ""https://www.chinamobileltd.com/en/file/view.php?id=294582"", ""type"": ""official_results_announcement_pdf""}, {""id"": ""china_mobile_2023_results_presentation"", ""label"": ""China Mobile 2023 Annual Results Presentation"", ""url"": ""https://www.chinamobileltd.com/en/ir/webcasts/pre240321.pdf"", ""type"": ""official_results_presentation_pdf""}]",Direct official figure or derived metric from official rows; missing disclosures are retained as source gaps and are not estimated.,china_mobile_2023_annual_report;china_mobile_2023_results_announcement;china_mobile_2023_results_presentation,https://www.chinamobileltd.com/en/ir/reports/ar2023.pdf,direct_operator_cloud_revenue_group_capex,中国移动云收入为公司直接披露；CAPEX 为中国移动集团口径，不是云业务单独投入。2025 年公开材料转为“算力服务收入”口径，未与中国移动云全年收入混用。
China Mobile Cloud,China Mobile Limited,0941.HK / 600941.SS,2024,December 31,group_capex,集团资本开支,164000,RMB,millions,164000,millions,official_match,3,three_distinct_official_documents,"[{""id"": ""china_mobile_2024_annual_report"", ""label"": ""China Mobile 2024 Annual Report"", ""url"": ""https://www.chinamobileltd.com/en/ir/reports/ar2024.pdf"", ""type"": ""official_annual_report_pdf""}, {""id"": ""china_mobile_2024_results_announcement"", ""label"": ""China Mobile 2024 Annual Results Announcement"", ""url"": ""https://www.chinamobileltd.com/en/file/view.php?id=309957"", ""type"": ""official_results_announcement_pdf""}, {""id"": ""china_mobile_2024_results_presentation"", ""label"": ""China Mobile 2024 Annual Results Presentation"", ""url"": ""https://www.chinamobileltd.com/en/ir/webcasts/pre250320.pdf"", ""type"": ""official_results_presentation_pdf""}]",Direct official figure or derived metric from official rows; missing disclosures are retained as source gaps and are not estimated.,china_mobile_2024_annual_report;china_mobile_2024_results_announcement;china_mobile_2024_results_presentation,https://www.chinamobileltd.com/en/ir/reports/ar2024.pdf,direct_operator_cloud_revenue_group_capex,中国移动云收入为公司直接披露；CAPEX 为中国移动集团口径，不是云业务单独投入。2025 年公开材料转为“算力服务收入”口径，未与中国移动云全年收入混用。
China Mobile Cloud,China Mobile Limited,0941.HK / 600941.SS,2025,December 31,group_capex,集团资本开支,,RMB,millions,,millions,source_gap_confirmed,3,three_distinct_official_documents,"[{""id"": ""china_mobile_2025_annual_report"", ""label"": ""China Mobile 2025 Annual Report"", ""url"": ""https://www.chinamobileltd.com/en/ir/reports/ar2025.pdf"", ""type"": ""official_annual_report_pdf""}, {""id"": ""china_mobile_2025_results_announcement"", ""label"": ""China Mobile 2025 Annual Results Announcement"", ""url"": ""https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0326/2026032600468.pdf"", ""type"": ""official_results_announcement_pdf""}, {""id"": ""china_mobile_2025_results_presentation"", ""label"": ""China Mobile 2025 Annual Results Presentation"", ""url"": ""https://www.chinamobileltd.com/en/ir/webcasts/pre260326.pdf"", ""type"": ""official_results_presentation_pdf""}]",Direct official figure or derived metric from official rows; missing disclosures are retained as source gaps and are not estimated.,china_mobile_2025_annual_report;china_mobile_2025_results_announcement;china_mobile_2025_results_presentation,https://www.chinamobileltd.com/en/ir/reports/ar2025.pdf,direct_operator_cloud_revenue_group_capex,中国移动云收入为公司直接披露；CAPEX 为中国移动集团口径，不是云业务单独投入。2025 年公开材料转为“算力服务收入”口径，未与中国移动云全年收入混用。
China Mobile Cloud,China Mobile Limited,0941.HK / 600941.SS,2016,December 31,cloud_operating_profit,云业务经营利润,,RMB,millions,,millions,source_gap_confirmed,3,three_distinct_official_documents,"[{""id"": ""china_mobile_2024_annual_report"", ""label"": ""China Mobile 2024 Annual Report"", ""url"": ""https://www.chinamobileltd.com/en/ir/reports/ar2024.pdf"", ""type"": ""official_annual_report_pdf""}, {""id"": ""china_mobile_2024_results_announcement"", ""label"": ""China Mobile 2024 Annual Results Announcement"", ""url"": ""https://www.chinamobileltd.com/en/file/view.php?id=309957"", ""type"": ""official_results_announcement_pdf""}, {""id"": ""china_mobile_2024_results_presentation"", ""label"": ""China Mobile 2024 Annual Results Presentation"", ""url"": ""https://www.chinamobileltd.com/en/ir/webcasts/pre250320.pdf"", ""type"": ""official_results_presentation_pdf""}]",Direct official figure or derived metric from official rows; missing disclosures are retained as source gaps and are not estimated.,china_mobile_2024_annual_report;china_mobile_2024_results_announcement;china_mobile_2024_results_presentation,https://www.chinamobileltd.com/en/ir/reports/ar2024.pdf,direct_operator_cloud_revenue_group_capex,中国移动云收入为公司直接披露；CAPEX 为中国移动集团口径，不是云业务单独投入。2025 年公开材料转为“算力服务收入”口径，未与中国移动云全年收入混用。
China Mobile Cloud,China Mobile Limited,0941.HK / 600941.SS,2017,December 31,cloud_operating_profit,云业务经营利润,,RMB,millions,,millions,source_gap_confirmed,3,three_distinct_official_documents,"[{""id"": ""china_mobile_2024_annual_report"", ""label"": ""China Mobile 2024 Annual Report"", ""url"": ""https://www.chinamobileltd.com/en/ir/reports/ar2024.pdf"", ""type"": ""official_annual_report_pdf""}, {""id"": ""china_mobile_2024_results_announcement"", ""label"": ""China Mobile 2024 Annual Results Announcement"", ""url"": ""https://www.chinamobileltd.com/en/file/view.php?id=309957"", ""type"": ""official_results_announcement_pdf""}, {""id"": ""china_mobile_2024_results_presentation"", ""label"": ""China Mobile 2024 Annual Results Presentation"", ""url"": ""https://www.chinamobileltd.com/en/ir/webcasts/pre250320.pdf"", ""type"": ""official_results_presentation_pdf""}]",Direct official figure or derived metric from official rows; missing disclosures are retained as source gaps and are not estimated.,china_mobile_2024_annual_report;china_mobile_2024_results_announcement;china_mobile_2024_results_presentation,https://www.chinamobileltd.com/en/ir/reports/ar2024.pdf,direct_operator_cloud_revenue_group_capex,中国移动云收入为公司直接披露；CAPEX 为中国移动集团口径，不是云业务单独投入。2025 年公开材料转为“算力服务收入”口径，未与中国移动云全年收入混用。
