record_class,queue_type,period_label,brand,product_category,candidate_plan,monthly_fee_hkd,broadband_speed_mbps,contract_months,gap_type,source_id,source_url,archive_url,recheck_status,disposition,recheck_scope,near_match_sources,reason,checked_at_hkt
source_gap_followup,verification_backlog,2026,HGC,home_fibre_broadband,HGC 1000M broadband market_reference MoneySmart 2026 reference HK$198,198,1000,,single_source_unverified_plan_row,hgc_moneysmart_broadband_comparison_2026,https://blog.moneysmart.hk/zh-hk/credit-cards/%E5%AF%AC%E9%A0%BB-%E4%B8%8A%E7%B6%B2-%E5%85%89%E7%BA%96%E5%85%A5%E5%B1%8B-%E6%AF%94%E8%BC%83,,no_equivalent_second_source_found,retain_as_unverified_not_formal,运营商公开页、公开比较/媒体页、现有来源库；按品牌、期间、价格、速率/数据量、合约和客户类别复核,,已复查运营商公开页、现有公开比较/媒体来源和本地来源库，未找到同品牌、同期间、同资费口径的独立第二来源。,2026-07-13T08:54:17+08:00
source_gap_followup,verification_backlog,2026,HGC,home_fibre_broadband,HGC 1000M broadband market_reference MoneySmart 2026 reference HK$119,119,1000,,single_source_unverified_plan_row,hgc_moneysmart_broadband_comparison_2026,https://blog.moneysmart.hk/zh-hk/credit-cards/%E5%AF%AC%E9%A0%BB-%E4%B8%8A%E7%B6%B2-%E5%85%89%E7%BA%96%E5%85%A5%E5%B1%8B-%E6%AF%94%E8%BC%83,,near_match_not_equivalent,retain_as_unverified_not_formal,运营商公开页、公开比较/媒体页、现有来源库；按品牌、期间、价格、速率/数据量、合约和客户类别复核,hgc_hktechreview_broadband_comparison_2025 (2025); hgc_moneyhero_broadband_comparison_2025 (2025); hgc_yahoo_broadband_comparison_2026 (2026),发现相近公开报价，但年份、合约期、住房/客户类别或套餐附加条件不一致；不能作为同一套餐的第二来源。,2026-07-13T08:54:17+08:00
source_gap_followup,verification_backlog,2026,HKBN,home_fibre_broadband,HKBN 1000M broadband public_housing_reference Yahoo HK 2026 reference HK$88,88,1000,,single_source_unverified_plan_row,hkbn_yahoo_broadband_comparison_2026,https://hk.news.yahoo.com/%E5%AE%B6%E5%B1%85%E5%AF%AC%E9%A0%BB-%E6%8E%A8%E4%BB%8B-%E5%84%AA%E6%83%A0-%E7%B6%B2%E4%B8%8A%E8%A1%8C%E5%AF%AC%E9%A0%BB%E5%84%AA%E6%83%A0-3-hk-smartone%E5%AE%B6%E5%B1%85%E5%AF%AC%E9%A0%BB-%E9%A6%99%E6%B8%AF%E5%AF%AC%E9%A0%BB-hgc-broadband-%E5%AF%AC%E9%A0%BB%E6%AF%94%E8%BC%83-pccw-%E5%AF%AC%E9%A0%BB%E5%A0%B1%E5%83%B9-%E4%B8%AD%E5%9C%8B%E7%A7%BB%E5%8B%95%E5%AE%B6%E5%B1%85%E5%AF%AC%E9%A0%BB-034804257.html,,no_equivalent_second_source_found,retain_as_unverified_not_formal,运营商公开页、公开比较/媒体页、现有来源库；按品牌、期间、价格、速率/数据量、合约和客户类别复核,,已复查运营商公开页、现有公开比较/媒体来源和本地来源库，未找到同品牌、同期间、同资费口径的独立第二来源。,2026-07-13T08:54:17+08:00
source_gap_followup,verification_backlog,2026,HGC,home_fibre_broadband,HGC 1000M broadband public_housing_reference Yahoo HK 2026 reference HK$119,119,1000,,single_source_unverified_plan_row,hgc_yahoo_broadband_comparison_2026,https://hk.news.yahoo.com/%E5%AE%B6%E5%B1%85%E5%AF%AC%E9%A0%BB-%E6%8E%A8%E4%BB%8B-%E5%84%AA%E6%83%A0-%E7%B6%B2%E4%B8%8A%E8%A1%8C%E5%AF%AC%E9%A0%BB%E5%84%AA%E6%83%A0-3-hk-smartone%E5%AE%B6%E5%B1%85%E5%AF%AC%E9%A0%BB-%E9%A6%99%E6%B8%AF%E5%AF%AC%E9%A0%BB-hgc-broadband-%E5%AF%AC%E9%A0%BB%E6%AF%94%E8%BC%83-pccw-%E5%AF%AC%E9%A0%BB%E5%A0%B1%E5%83%B9-%E4%B8%AD%E5%9C%8B%E7%A7%BB%E5%8B%95%E5%AE%B6%E5%B1%85%E5%AF%AC%E9%A0%BB-034804257.html,,near_match_not_equivalent,retain_as_unverified_not_formal,运营商公开页、公开比较/媒体页、现有来源库；按品牌、期间、价格、速率/数据量、合约和客户类别复核,hgc_hktechreview_broadband_comparison_2025 (2025); hgc_moneyhero_broadband_comparison_2025 (2025); hgc_moneysmart_broadband_comparison_2026 (2026),发现相近公开报价，但年份、合约期、住房/客户类别或套餐附加条件不一致；不能作为同一套餐的第二来源。,2026-07-13T08:54:17+08:00
source_gap_followup,verification_backlog,2025,i-CABLE,home_fibre_broadband,i-CABLE 1000M broadband private_building_reference MoneyHero 2025 reference HK$68,68,1000,,single_source_unverified_plan_row,icable_moneyhero_broadband_comparison_2025,https://www.moneyhero.com.hk/zh/credit-card/blog/%E5%85%89%E7%BA%96%E5%85%A5%E5%B1%8B-%E5%AF%AC%E9%A0%BB%E4%B8%8A%E7%B6%B2-%E5%83%B9%E9%8C%A2%E6%AF%94%E8%BC%83,,near_match_not_equivalent,retain_as_unverified_not_formal,运营商公开页、公开比较/媒体页、现有来源库；按品牌、期间、价格、速率/数据量、合约和客户类别复核,icable_booga_2026_current_broadband_offer (2026); icable_broadband_quote_2026_offer_listing (2026),发现相近公开报价，但年份、合约期、住房/客户类别或套餐附加条件不一致；不能作为同一套餐的第二来源。,2026-07-13T08:54:17+08:00
source_gap_followup,verification_backlog,2025,HGC,home_fibre_broadband,HGC 1000M broadband private_building_reference MoneyHero 2025 reference HK$129,129,1000,,single_source_unverified_plan_row,hgc_moneyhero_broadband_comparison_2025,https://www.moneyhero.com.hk/zh/credit-card/blog/%E5%85%89%E7%BA%96%E5%85%A5%E5%B1%8B-%E5%AF%AC%E9%A0%BB%E4%B8%8A%E7%B6%B2-%E5%83%B9%E9%8C%A2%E6%AF%94%E8%BC%83,,no_equivalent_second_source_found,retain_as_unverified_not_formal,运营商公开页、公开比较/媒体页、现有来源库；按品牌、期间、价格、速率/数据量、合约和客户类别复核,,已复查运营商公开页、现有公开比较/媒体来源和本地来源库，未找到同品牌、同期间、同资费口径的独立第二来源。,2026-07-13T08:54:17+08:00
source_gap_followup,verification_backlog,2025,HGC,home_fibre_broadband,HGC 1000M broadband public_housing_reference MoneyHero 2025 reference HK$119,119,1000,,single_source_unverified_plan_row,hgc_moneyhero_broadband_comparison_2025,https://www.moneyhero.com.hk/zh/credit-card/blog/%E5%85%89%E7%BA%96%E5%85%A5%E5%B1%8B-%E5%AF%AC%E9%A0%BB%E4%B8%8A%E7%B6%B2-%E5%83%B9%E9%8C%A2%E6%AF%94%E8%BC%83,,near_match_not_equivalent,retain_as_unverified_not_formal,运营商公开页、公开比较/媒体页、现有来源库；按品牌、期间、价格、速率/数据量、合约和客户类别复核,hgc_hktechreview_broadband_comparison_2025 (2025); hgc_moneysmart_broadband_comparison_2026 (2026); hgc_yahoo_broadband_comparison_2026 (2026),发现相近公开报价，但年份、合约期、住房/客户类别或套餐附加条件不一致；不能作为同一套餐的第二来源。,2026-07-13T08:54:17+08:00
source_gap_followup,verification_backlog,2025,SmarTone,home_fibre_broadband,SmarTone 1000M broadband public_housing_reference MoneyHero 2025 reference HK$88,88,1000,,single_source_unverified_plan_row,smartone_moneyhero_broadband_comparison_2025,https://www.moneyhero.com.hk/zh/credit-card/blog/%E5%85%89%E7%BA%96%E5%85%A5%E5%B1%8B-%E5%AF%AC%E9%A0%BB%E4%B8%8A%E7%B6%B2-%E5%83%B9%E9%8C%A2%E6%AF%94%E8%BC%83,,no_equivalent_second_source_found,retain_as_unverified_not_formal,运营商公开页、公开比较/媒体页、现有来源库；按品牌、期间、价格、速率/数据量、合约和客户类别复核,,已复查运营商公开页、现有公开比较/媒体来源和本地来源库，未找到同品牌、同期间、同资费口径的独立第二来源。,2026-07-13T08:54:17+08:00
source_gap_followup,verification_backlog,2025,HKBN,home_fibre_broadband,HKBN 10000M broadband market_reference InvestBrother 2025 reference HK$169,169,10000,,single_source_unverified_plan_row,hkbn_investbrother_broadband_comparison_2025,https://www.investbrother.com/brother-academy/broadband-comparison/,,no_equivalent_second_source_found,retain_as_unverified_not_formal,运营商公开页、公开比较/媒体页、现有来源库；按品牌、期间、价格、速率/数据量、合约和客户类别复核,,已复查运营商公开页、现有公开比较/媒体来源和本地来源库，未找到同品牌、同期间、同资费口径的独立第二来源。,2026-07-13T08:54:17+08:00
source_gap_followup,verification_backlog,2026,HGC,home_fibre_broadband,HGC 1000M broadband market_reference HK01 2026 reference HK$109,109,1000,,single_source_unverified_plan_row,hgc_hk01_broadband_comparison_2026,https://www.hk01.com/%E6%95%B8%E7%A2%BC%E7%94%9F%E6%B4%BB/60350148/%E5%AE%B6%E5%B1%85%E5%AF%AC%E9%A0%BB%E4%B8%8A%E7%B6%B2%E6%A0%BC%E5%83%B92026-%E7%B6%B2%E4%B8%8A%E8%A1%8C-hkbn-%E6%9C%89%E7%B7%9A-hgc-%E5%85%AD%E5%A4%A7%E4%BE%9B%E6%87%89%E5%95%86%E8%AA%B0%E6%9C%80%E6%8A%B5,,near_match_not_equivalent,retain_as_unverified_not_formal,运营商公开页、公开比较/媒体页、现有来源库；按品牌、期间、价格、速率/数据量、合约和客户类别复核,hgc_findplanking_2026_offer_listing (2026),发现相近公开报价，但年份、合约期、住房/客户类别或套餐附加条件不一致；不能作为同一套餐的第二来源。,2026-07-13T08:54:17+08:00
source_gap_followup,verification_backlog,2026,i-CABLE,home_fibre_broadband,i-CABLE Booga 2026 1000M broadband router_1000m_private_reference HK$88,88,1000,,single_source_unverified_plan_row,icable_booga_2026_current_broadband_offer,https://booga.com.hk/zh-HK/blog/%E5%AE%B6%E5%B1%85%E5%AF%AC%E9%A0%BB/icable,,near_match_not_equivalent,retain_as_unverified_not_formal,运营商公开页、公开比较/媒体页、现有来源库；按品牌、期间、价格、速率/数据量、合约和客户类别复核,icable_findplanking_2022_offer_listing (2022); icable_moneysmart_broadband_comparison_2026 (2026),发现相近公开报价，但年份、合约期、住房/客户类别或套餐附加条件不一致；不能作为同一套餐的第二来源。,2026-07-13T08:54:17+08:00
source_gap_followup,verification_backlog,2026,i-CABLE,home_fibre_broadband,i-CABLE Booga 2026 1000M broadband hidden_1000m_public_reference HK$68,68,1000,,single_source_unverified_plan_row,icable_booga_2026_current_broadband_offer,https://booga.com.hk/zh-HK/blog/%E5%AE%B6%E5%B1%85%E5%AF%AC%E9%A0%BB/icable,,near_match_not_equivalent,retain_as_unverified_not_formal,运营商公开页、公开比较/媒体页、现有来源库；按品牌、期间、价格、速率/数据量、合约和客户类别复核,icable_broadband_quote_2026_offer_listing (2026); icable_moneyhero_broadband_comparison_2025 (2025),发现相近公开报价，但年份、合约期、住房/客户类别或套餐附加条件不一致；不能作为同一套餐的第二来源。,2026-07-13T08:54:17+08:00
source_gap_followup,verification_backlog,2026,i-CABLE,home_fibre_broadband,i-CABLE broadband-quote 2026 1000M broadband public_housing_reference HK$68,68,1000,,single_source_unverified_plan_row,icable_broadband_quote_2026_offer_listing,https://www.broadband-quote.com/%E6%9C%89%E7%B7%9A%E5%AF%AC%E9%A0%BB/%E6%9C%89%E7%B7%9A%E5%AF%AC%E9%A0%BB-%E6%9C%80%E6%96%B0%E5%84%AA%E6%83%A0/,,near_match_not_equivalent,retain_as_unverified_not_formal,运营商公开页、公开比较/媒体页、现有来源库；按品牌、期间、价格、速率/数据量、合约和客户类别复核,icable_booga_2026_current_broadband_offer (2026); icable_moneyhero_broadband_comparison_2025 (2025),发现相近公开报价，但年份、合约期、住房/客户类别或套餐附加条件不一致；不能作为同一套餐的第二来源。,2026-07-13T08:54:17+08:00
source_gap_followup,verification_backlog,2025,HGC,home_fibre_broadband,HGC 1000M broadband private_building_reference HKTechReview reference HK$119,119,1000,,single_source_unverified_plan_row,hgc_hktechreview_broadband_comparison_2025,https://hktechreview.com/broadband-compare/,,near_match_not_equivalent,retain_as_unverified_not_formal,运营商公开页、公开比较/媒体页、现有来源库；按品牌、期间、价格、速率/数据量、合约和客户类别复核,hgc_moneyhero_broadband_comparison_2025 (2025); hgc_moneysmart_broadband_comparison_2026 (2026); hgc_yahoo_broadband_comparison_2026 (2026),发现相近公开报价，但年份、合约期、住房/客户类别或套餐附加条件不一致；不能作为同一套餐的第二来源。,2026-07-13T08:54:17+08:00
source_gap_followup,verification_backlog,2017,i-CABLE,home_fibre_broadband,i-CABLE Home Broadband 1000M average HK$140.7 public media comparison,140.7,1000,,single_source_unverified_plan_row,icable_appledaily_2017_broadband_market_comparison,https://collection.news/appledaily/articles/HIYXCTNYJS2EW5SIIGINT5GXRA,,no_equivalent_second_source_found,retain_as_unverified_not_formal,运营商公开页、公开比较/媒体页、现有来源库；按品牌、期间、价格、速率/数据量、合约和客户类别复核,,已复查运营商公开页、现有公开比较/媒体来源和本地来源库，未找到同品牌、同期间、同资费口径的独立第二来源。,2026-07-13T08:54:17+08:00
source_gap_followup,verification_backlog,2026,HGC,home_fibre_broadband,HGC Find Plan King 2026 1000M broadband public_housing_phone_bundle HK$109,109,1000,,single_source_unverified_plan_row,hgc_findplanking_2026_offer_listing,https://findplanking.com/broadband/1134,,near_match_not_equivalent,retain_as_unverified_not_formal,运营商公开页、公开比较/媒体页、现有来源库；按品牌、期间、价格、速率/数据量、合约和客户类别复核,hgc_hk01_broadband_comparison_2026 (2026),发现相近公开报价，但年份、合约期、住房/客户类别或套餐附加条件不一致；不能作为同一套餐的第二来源。,2026-07-13T08:54:17+08:00
source_gap_followup,verification_backlog,2017,i-CABLE,home_fibre_broadband,i-CABLE residential broadband 200M referral offer HK$144,144,200,,single_source_unverified_plan_row,icable_broadband_pro_2017_200m_144_referral_case,https://broadband-pro.weebly.com/case2.html,,near_match_not_equivalent,retain_as_unverified_not_formal,运营商公开页、公开比较/媒体页、现有来源库；按品牌、期间、价格、速率/数据量、合约和客户类别复核,icable_broadband_pro_2016_referral_case (2016),发现相近公开报价，但年份、合约期、住房/客户类别或套餐附加条件不一致；不能作为同一套餐的第二来源。,2026-07-13T08:54:17+08:00
source_gap_followup,verification_backlog,2016,i-CABLE,home_fibre_broadband,i-CABLE residential broadband 200M referral average HK$144,144,200,,single_source_unverified_plan_row,icable_broadband_pro_2016_referral_case,https://broadband-pro.weebly.com/case2.html,,near_match_not_equivalent,retain_as_unverified_not_formal,运营商公开页、公开比较/媒体页、现有来源库；按品牌、期间、价格、速率/数据量、合约和客户类别复核,icable_broadband_pro_2017_200m_144_referral_case (2017),发现相近公开报价，但年份、合约期、住房/客户类别或套餐附加条件不一致；不能作为同一套餐的第二来源。,2026-07-13T08:54:17+08:00
source_gap_followup,verification_backlog,2022,i-CABLE,home_fibre_broadband,i-CABLE Find Plan King 2022 1000M broadband public_housing_phone_bundle HK$88,88,1000,,single_source_unverified_plan_row,icable_findplanking_2022_offer_listing,https://findplanking.com/broadband/-LdLAzZv7h2jBUoAg6Fr,,near_match_not_equivalent,retain_as_unverified_not_formal,运营商公开页、公开比较/媒体页、现有来源库；按品牌、期间、价格、速率/数据量、合约和客户类别复核,icable_booga_2026_current_broadband_offer (2026); icable_moneysmart_broadband_comparison_2026 (2026),发现相近公开报价，但年份、合约期、住房/客户类别或套餐附加条件不一致；不能作为同一套餐的第二来源。,2026-07-13T08:54:17+08:00
source_gap_followup,confirmed_source_gap,2019,HKBN,home_fibre_broadband,,,,,archive_fetched_no_plan_rows,hkbn_fibre_broadband,https://www.hkbn.net/personal/broadband/en,http://web.archive.org/web/20190824022034/https://www.hkbn.net/personal/broadband/en/,source_gap_confirmed,retain_as_non_estimable_gap,抓取结果与解析结果复核,,页面可访问但未解析到结构化套餐价格行；不得估算。,2026-07-13T08:54:17+08:00
source_gap_followup,confirmed_source_gap,2020,HKBN,home_fibre_broadband,,,,,archive_fetched_no_plan_rows,hkbn_fibre_broadband,https://www.hkbn.net/personal/broadband/en,http://web.archive.org/web/20200919205415/https://www.hkbn.net/personal/broadband/en/,source_gap_confirmed,retain_as_non_estimable_gap,抓取结果与解析结果复核,,curl: (28) Operation timed out after 6010 milliseconds with 0 bytes received,2026-07-13T08:54:17+08:00
source_gap_followup,confirmed_source_gap,2022,HKBN,home_fibre_broadband,,,,,archive_fetched_no_plan_rows,hkbn_fibre_broadband,https://www.hkbn.net/personal/broadband/en,http://web.archive.org/web/20220626111533/https://www.hkbn.net/personal/broadband/en,source_gap_confirmed,retain_as_non_estimable_gap,抓取结果与解析结果复核,,页面可访问但未解析到结构化套餐价格行；不得估算。,2026-07-13T08:54:17+08:00
source_gap_followup,confirmed_source_gap,2024,HKBN,home_fibre_broadband,,,,,archive_fetched_no_plan_rows,hkbn_fibre_broadband,https://www.hkbn.net/personal/broadband/en,http://web.archive.org/web/20240721032141/https://www.hkbn.net/personal/broadband/en,source_gap_confirmed,retain_as_non_estimable_gap,抓取结果与解析结果复核,,页面可访问但未解析到结构化套餐价格行；不得估算。,2026-07-13T08:54:17+08:00
source_gap_followup,confirmed_source_gap,2025,HKBN,home_fibre_broadband,,,,,archive_fetched_no_plan_rows,hkbn_fibre_broadband,https://www.hkbn.net/personal/broadband/en,http://web.archive.org/web/20250522184008/https://www.hkbn.net/personal/broadband/en,source_gap_confirmed,retain_as_non_estimable_gap,抓取结果与解析结果复核,,页面可访问但未解析到结构化套餐价格行；不得估算。,2026-07-13T08:54:17+08:00
source_gap_followup,confirmed_source_gap,2026,HKBN,home_fibre_broadband,,,,,archive_fetched_no_plan_rows,hkbn_fibre_broadband,https://www.hkbn.net/personal/broadband/en,http://web.archive.org/web/20260123081046/https://www.hkbn.net/personal/broadband/en,source_gap_confirmed,retain_as_non_estimable_gap,抓取结果与解析结果复核,,curl: (28) Operation timed out after 6004 milliseconds with 0 bytes received,2026-07-13T08:54:17+08:00
source_gap_followup,confirmed_source_gap,2023,HKBN,home_5g_broadband,,,,,archive_fetched_no_plan_rows,hkbn_5g_home_broadband,https://www.hkbn.net/personal/5g-home-broadband/en,http://web.archive.org/web/20230401140413/https://www.hkbn.net/personal/5g-home-broadband/en/,source_gap_confirmed,retain_as_non_estimable_gap,抓取结果与解析结果复核,,页面可访问但未解析到结构化套餐价格行；不得估算。,2026-07-13T08:54:17+08:00
source_gap_followup,confirmed_source_gap,2024,HKBN,home_5g_broadband,,,,,archive_fetched_no_plan_rows,hkbn_5g_home_broadband,https://www.hkbn.net/personal/5g-home-broadband/en,http://web.archive.org/web/20240721041438/https://www.hkbn.net/personal/5g-home-broadband/en/,source_gap_confirmed,retain_as_non_estimable_gap,抓取结果与解析结果复核,,页面可访问但未解析到结构化套餐价格行；不得估算。,2026-07-13T08:54:17+08:00
source_gap_followup,confirmed_source_gap,current,HGC,home_fibre_broadband,,,,,source_fetched_no_plan_rows,hgc_wifi6_2022_press,https://enmobile.prnasia.com/releases/apac/hgc-broadband-offers-higher-speed-internet-enriched-service-experiences-and-waives-installation-fees-to-grab-opportunities-in-the-work-from-home-economy-352523.shtml,,source_gap_confirmed,retain_as_non_estimable_gap,抓取结果与解析结果复核,,页面可访问但未解析到结构化套餐价格行；不得估算。,2026-07-13T08:54:17+08:00
source_gap_followup,confirmed_source_gap,current,HGC,home_fibre_broadband,,,,,source_fetched_no_plan_rows,hgc_line_for_four_2016_press,https://en.prnasia.com/releases/apac/HGC_Launches_New_Line_for_Four_Service_Customers_Can_Now_Enjoy_High_Speed_Broadband_NowTV_Telephone_Line_and_UniFi_Service_on_One_Line_-162077.shtml,,source_gap_confirmed,retain_as_non_estimable_gap,抓取结果与解析结果复核,,页面可访问但未解析到结构化套餐价格行；不得估算。,2026-07-13T08:54:17+08:00
source_gap_followup,confirmed_source_gap,current,HGC,smart_home_bundle,,,,,source_fetched_no_plan_rows,hgc_smart_home_2018_press,https://www.hgc.com.hk/press-releases/hgc-broadband-offers-smart-home-entertainment-privilege/,,source_gap_confirmed,retain_as_non_estimable_gap,抓取结果与解析结果复核,,页面可访问但未解析到结构化套餐价格行；不得估算。,2026-07-13T08:54:17+08:00
source_gap_followup,confirmed_source_gap,2023,SmarTone,mobile_consumer_5g,,,,,archive_fetched_no_plan_rows,smartone_5g_listing,https://www.smartone.com/en/home/mobile-service-plans/5G-listing/,http://web.archive.org/web/20230924141717/https://www.smartone.com/en/home/mobile-service-plans/5G-listing,source_gap_confirmed,retain_as_non_estimable_gap,抓取结果与解析结果复核,,timed out,2026-07-13T08:54:17+08:00
source_gap_followup,confirmed_source_gap,2024,SmarTone,mobile_consumer_5g,,,,,archive_fetched_no_plan_rows,smartone_5g_listing,https://www.smartone.com/en/home/mobile-service-plans/5G-listing/,http://web.archive.org/web/20240721113147/https://www.smartone.com/en/home/mobile-service-plans/5G-listing,source_gap_confirmed,retain_as_non_estimable_gap,抓取结果与解析结果复核,,timed out,2026-07-13T08:54:17+08:00
source_gap_followup,confirmed_source_gap,2025,SmarTone,mobile_consumer_5g,,,,,archive_fetched_no_plan_rows,smartone_5g_listing,https://www.smartone.com/en/home/mobile-service-plans/5G-listing/,http://web.archive.org/web/20250617210253/https://www.smartone.com/en/home/mobile-service-plans/5G-listing,source_gap_confirmed,retain_as_non_estimable_gap,抓取结果与解析结果复核,,timed out,2026-07-13T08:54:17+08:00
